,"Its our business to know your business."";"
,"Best Western,""Wherever life takes you, Best Western is there.;"
,Hotels with personality.;
,Your best bet is a Best Western.;
,"The Worlds Largest Hotel Chain."";"
,"Bank of America,""Bank of Opportunity.;"
,Embracing Ingenuity.;
,A strong financial legacy is created with commitment.;
,Bank of America. Higher Standards.;
,"Think what we can do for you."";"
,"Beck's,""Beck's. Life Beckons.  ;"
,Life Beckons. Choose wisely. ;
,"Unmistakable German Craftsmanship.  "";"
,"Berocca,""Berocca. For hectic lifestyles - stay sharp.;"
,Fire on all cylinders. All day.;
,"Berocca gives you back your B-B-Bounce "";"
,"Bank of the Philipp,""Lets make it easy.;"
,"Well take you farther."";"
,"Best Buy,""You, Happier.;"
,Buyer Be Happy.;
Great Prices, No Pressure.;
,Expert Service. Unbeatable Price.;
,The Worlds Leading Technology Store.;
,Making Technology work for you.;
,Nobody Does Black Friday Like Best Buy.;
,Turn on the fun.;
,Pleased to meet you.;
,Try it out before buying it on Amazon.;
,"Thousands of Possibilities. Get Yours."";"
,"Buick,""The spirit of American style.;"
,Dream up.;
When better automobiles are built, Buick will build them.;
,Wouldnt you really rather have a Buick?;
,It makes you feel like the man you are.;
,Buick. Its all good.;
,Isnt it time for a real car?;
,The spirit of American style.;
,The new class of world class.;
,The New Symbol for Quality in America.;
,The Great American Road Belongs to Buick.;
,Buick Park Avenue cars;
,Buick Park Avenue. The Power Of Understatement.;
,Buick Riviera car;
,"You're due. Definitely due."";"
Bayer Aspirin,Bayer works wonders.;
,"Black & Decker,""Black & Decker. Powerful solutions.;"
,Does it better.;
,Who needs a man when you can DIY?;
,"Gets everywhere. Does everything! "";"
,"Bridgestone,""Bridgestone. Your journey, our passion.;"
,We'll be there for you.;
,Bridgestone. Passion for excellence.;
,A grip on the future.;
,Bridgestone. Ultimate performance.;
Bridgestone Dueler, tire range;
,"First you drive it. Then it drives you."";"
,"Bombay Sapphire,""Sapphire Inspired.;"
,"Bombay Sapphire. Pour something priceless."";"
,"Beefeater Gin,""Beefeater. This is Gin.;"
,Make it a double.;
,"Live a little.  "";"
,"Barry's Tea,""Every day should have its golden moments.;"
,"Every cup tells a story."";"
,"Bahco,""Bahco. True professionals, true tools."";"
Banana Republic,Get the good stuff first.;
,"Boddingtons,""Boddingtons. It's a bit gorgeous.;"
If you don't get Boddies, you'll just get bitter.;
,"The Cream of Manchester."";"
,"Bagel Bites,""You can prepare them in an instant.;"
,"They come in a variety of flavors"";"
,"Barclaycard,""Only Barclaycard.;"
,Making payment simpler.;
,"Get more out of plastic."";"
,"Bega Cheese,""Bega. Real town. Real cheese.;"
,"Better buy Bega."";"
,"Brim coffee,""Fill your cup to the rim with the richness of Brim.;"
,Fill it to the rim with Brim.;
Fill your cup with flavor, not caffein.;
,"Tastes so good, you won't believe it's decaffeinated."";"
,"Brooke Bond,""Cheers your senses.;"
,Spend wisely-save wisely.;
,Brooke Bond D tea;
,It makes you feel human again.;
,D the most refreshing T.;
,Varieties of Brooke Bond tea;
,Brooke Bond Scottish Blend. More flavour than our old bag.;
,"Brooke Bond Choicest Blend. You won't find a finer tea."";"
,"Braniff Airlines,""We Better Be Better, We're Braniff.;"
When youve got it, flaunt it.;
,"Believe it."";"
,"Bank of the West,""Go West.;"
,"Our Prime Interest Is You!"";"
,"Badoit,""Badoit. French bubbles of joy since 1778.;"
,The lighter bubble.;
,"Badoit. The petillant table water."";"
,"Buy Buy Baby,""Where shopping is child's play.;"
,Helping you with those first few steps.;
,"Everything for newborns to toddlers."";"
Bad Frog,The Beer so Good it's Bad.;
Bank of Ceylon,Bankers to the Nation.;
,"Bulova,""Keeping America's Time For Generations.;"
,Bulova watch brand;
,Time flies. Bulova soars.;
,The mainspring in a Bulova is made to last 256 years or 146 leather straps - whichever comes first.;
,"America runs on Bulova time."";"
,"Bass Brewery,""Bass. A little bit of better.;"
,"Bass. Reach for Greatness."";"
,"Buck Knives,""Conceived at 14,000 feet. Works hard at any elevation."";"
,"Bangkok Airways,""Asia's Boutique Airline.;"
,"Asia's boutique airline - Exclusive Service to Exotic Gems."";"
,"Blackwell's,""For learning. For life.;"
,A book is a gift that lasts a lifetime.;
,"Live life buy the book."";"
,"Bushells,""Our cuppa since 1883.;"
Our tea, our way.;
,Bringing Australians together.;
,"Is it as good as Bushells?"";"
,"Brittany Ferries,""Discovered anything lately?;"
,Curiosity. It can lead you anywhere.;
,We know a way.;
,Take the easy way out.;
,"The holiday fleet."";"
,"BelGioioso Cheese,""BelGioioso. Quality never stops.;"
,"Classic Italian cheese made in the USA."";"
BON-TON,Come To the Right Place.;
,"Bernina,""Bernina. Made to create.;"
,Nothing sews like a Bernina. Nothing.;
,"Creating your world."";"
,"Corona,""Corona. Miles Away From ordinary.;"
,"Every bubble's passed its fizzical."";"
,"Colgate,""Colgate Total Mouthwash;"
Stronger, healthier gums.;
,Colgate Plax Antibacterial Mouthwash;
,For longer lasting fresh breath.;
,Plax shifts plaque.;
,Colgate Toothpaste;
So clean, you can feel it.;
,It stays on the job fighting cavities.;
,Colgate helps stop cavities before they start.;
,Colgate Total Toothpaste;
,Cleans more than just teeth.;
,Fights germs for 12 hours.;
,Colgate Total Daily Repair;
A healthier mouth day in, day out.;
,Colgate Total Advanced;
,Whole mouth health.;
,Colgate Total Advanced Whitening;
,Choose the healthier side of whitening.;
,Colgate Whitening;
,Removes stains 30% better!;
,Colgate Sensitive Pro-Relief;
,"Stop numbing. Start repairing."";"
,"Chili's,""Like no place else.;"
,"Fun. Fresh. Flavorful."";"
,"Coca-Cola,""18862016 in the United States of America ;"
,1886 - Drink Coca-Cola and enjoy it.;
,1905 - Coca-Cola revives and sustains.;
,1906 - The great national temperance beverage.;
,1908 - Good til the last drop.;
,1910 - Whenever you see an Arrow think of Coca-Cola;
,1917 - Three million a day.;
,1922 - Thirst knows no season.;
,1923 - Enjoy life.;
,1924 - Refresh yourself.;
,1925 - Six million a day.;
,1926 - It had to be good to get where it is.;
,1927 - Pure as Sunlight.;
,1927 - Around the corner from anywhere.;
,1928 - Coca-Cola  pure drink of natural flavors.;
,1929 - The pause that refreshes.;
,1932 - Ice-cold sunshine.;
,1937 - America's favorite moment.;
,1938 - The best friend thirst ever had.;
,"1938 - Thirst asks nothing more."";"
,"Calvin Klein,""Between love and madness lies obsession.;"
,Nothing comes between me and my Calvins.;
,"Nothing comes between me and my Calvins. "";"
,"Captain Morgan,""Captain Morgan. Enjoy the contradiction.;"
,Got a little Captain in you?;
,"The Captain was here."";"
,"Charmin,""Don't Squeeze the Charmin  ;"
Once it's gotcha, it's gotcha!  ;
,Ch-ch Choose Charmin.  ;
,Best for Bear Bottoms.  ;
,Cha-cha-cha-cha Charmin!   ;
,Cha-cha-cha Charmin.   ;
,Less Is More!  ;
,Less is even more.  ;
,Look for it in the red/blue package.  ;
,"Enjoy The Go.  "";"
,"Cadbury Dairy M,""Free the joy.;"
,Pure Cadburyness.;
,Your happiness loves Cadbury.;
,Say it with Silk.;
,glass and a half.;
,a glass and a half of full cream milk in every half pound.;
,The perfect way to end your day. ;
,"Let the taste take you away. "";"
,"Coors Brewing C,""Turn it loose!;"
,Brewed with Pure Rocky Mountain Spring Water.;
,Coors Light;
When the mountains turn blue, it's as cold as the Rockies.;
,The Coldest Tasting Beer In The World.;
,perfect shot of refreshment.;
,It won't slow you down.;
,"This is our Beer."";"
,"Chick-fil-A,""The cow says Eat Mor Chikin!;"
We Didnt Invent the Chicken, Just the Chicken Sandwich;
,"Cow SuperheroesUnited they stand. Divided theyre steak!"";"
,"Chevrolet,""See the USA in your Chevrolet.;"
"Baseball, hot dogs", apple pie and Chevrolet.;
,Like a Rock.;
,Building a better way. To see the USA.;
,Eye it. Try it. Buy it.;
,The road isnt built that can make it breathe hard.;
,The heartbeat of America.;
,An American Revolution.;
The more you know, the better it looks Cavalier. Well be there.;
,Find New Roads.;
,Excellence for Everyone.;
,"Chevrolet, is the car."";"
,"Clinique,""One size does not fit all. To each her own.;"
,"Find your perfect match at clinique.com"";"
,"Citibank(Citigr,""The Citi never sleeps.;"
,Never miss another mile.;
,Citi. Live Richly.;
,The whole world in one bank.;
,"Where money lives."";"
,"Carlsberg,""Probably the Best Beer in the World.;"
,Probably the best lager in the world.  ;
,That calls for a Carlsberg.  ;
,"worth waiting for.  "";"
,"CNN(Cable News ,""Go there.;"
,This is CNN.;
,The most trusted name in news.;
,Facts first.;
,The worldwide leader in news.;
,"Reporting from around the world."";"
,"Carl's Jr.,""If it doesnt get all over the place, It doesnt belong in your face.;"
Some guys, dont do 49 cent Tuesdays.;
Without us, some guys would starve.;
At Carls Jr., youre into something good!;
Dont bother me, Im eating.;
,Making people happy through food.;
,"The Six Dollar Burger."";"
,"Crest Toothpast,""Feel the tingle longer.;"
,Get one step closer with Scope.;
,The best thing first thing in the morning.;
,"Look, Ma, no cavities!"";"
,"Cornetto,""Cornetto. Enjoy the ride, love the ending.;"
,"Just have a Cornetto instead."";"
,"Chase Bank,""What matters most.;"
,Your Choice Your Chase.;
,"The right relationship is everything."";"
Crayola,The white one is useless.;
,"Citroen,""Just imagine what Citroen can do for you.;"
,"Creative Technologie."";"
,"Circle K,""Only at Circle K.;"
,What else do you need?;
,"Take it Easy."";"
,"Cadillac,""Break through.;"
,The Penalty of Leadership.;
,Standard of the World.;
,Creating a higher standard.;
,"The new standard for the world."";"
,"Cathay Pacific ,""Life Well Travelled.;"
,"Cathay Pacific. The heart of Asia."";"
,"Charles Schwab,""Own Your Tomorrow.;"
,Talk to Chuck.;
,"Helping investors help themselves"";"
,"Church's Ch,""You Bring It Home.;"
Big Pieces, Little Prices.;
"Full Flavor, Full Pockets", Full Life.;
,A whole lot of Chicken Genius.;
,"I know what good is."";"
,"Carnival Cruise,""Fun for all. All for fun.;"
,Carnival. The fun ships.;
,"Write your own High Seas adventure."";"
,"Columbia Sports,""Misery begins at the big toe and works its way up.;"
,We test on animals.;
,Time to reboot.;
Kids never think its cold. Then again, kids eat paste.;
,"Avoid the in crowd."";"
Chivas Regal,This is Chivas Life.;
,"Camel (cigarett,""Experience is the best teacher in choosing a cigarette.;"
,For Digestions SakeSmoke Camels.;
,More doctors smoke Camels than any other cigarette.;
,Slow down. Pleasure up.;
,It's your taste.;
,Where a man belongs.;
,I'd walk a mile for a Camel.;
,"Pleasure to burn. "";"
Chapman's,Chapman's. For the kid in all of us!;
,"Chrysler,""Your next car.;"
,Drive & Love.;
,"Chrysler. Inspiration comes standard."";"
Coles Supermark,Something better everyday.;
,"CarMax,""Drive what's possible.;"
,CarMax. Start here.;
,"The way car buying should be."";"
Castlemaine XXX,Australians wouldn't give a XXXX for anything else.;
,"Cisco,""Changing the way, we work, live, play and learn.;"
,The Network Works. No Excuses.;
,Tomorrow Starts Here.;
,"This is the power of the network. Now."";"
,"Craftsman,""America's most trusted tool brand.;"
,Craftsman. Made to make.;
,There's a Craftsman in all of us.;
,"Made in the USA."";"
,"Credit Suisse,""It's time for an expert.;"
,Credit Suisse. 360 Finance.  ;
,"Whatever makes you happy.  "";"
,"Capgemini,""People matter, results count.;"
,"CONSULTING. TECHNOLOGY. OUTSOURCING."";"
,"Continental Air,""Work Hard. Fly Right. ;"
,More Airline for Your Money. ;
,One Airline Can Make a Difference. ;
,Working To Be Your Choice. ;
,Up Where You Belong. ;
,The Only Airline Worth Flying. ;
,We Really Move Our Tail For You. ;
If You Can't Fly Continental, Try To Have a Good Trip Anyway. ;
,The Airline That Pride Built. ;
,"The Proud Bird With The Golden Tail. "";"
Canara Bank,Together We Can.;
,"Carabao,""Free your inner Carabao.;"
,"Carabao Dang: The Fighting Spirit."";"
,"Chevron Corpora,""Human Energy.;"
,"Finding newer, cleaner ways to power the world."";"
,"Compaq,""Compaq. Inspiration technology.;"
,Has it changed your life yet?;
,"For the next generation of big businesses."";"
,"Chicken of the ,""Its Americas best-tasting tuna.;"
,Whats the best tuna? Chicken of the Sea.;
,Take the fork-lift test.;
,Take a tip from the Mermaid and choose the chunkiest.;
,"Never mind the mush."";"
,"Costa Cruises,""Cruising Italian style. Thats amore.;"
,"Cruising Italian style."";"
Lotus Cars,For the few who know the difference.;
,"Clarks,""For all the places youll go.;"
,Stand tall. Walk.;
,Step in the right direction.;
,Shoes you can really live in.;
,The world needs originals.;
,First shoes. [Clarks toddlers shoes];
,You cant stand on good looks alone.;
,Its smart to be comfortable.;
,Its smart to be practical.;
,A show with a history. [Desert boot slogan];
,The original desert boot. [Desert boot slogan];
,It was a good year. [Desert boot slogan];
,When youre on your foot all day.;
,"Id be better to buy yourself some Clarks."";"
,"Cutty Sark (whi,""Live a Cutty above.;"
,"Don't give up the ship."";"
,"Celestial Seaso,""Celestial Seasonings. 100% natural teas.;"
,Make any moment Celestial.;
,Tea doesn't have to be boring.;
,"All natural. No caffeine."";"
Cailler,Pure chocolate. Pure emotion.;
,"Coon cheese,""Coon. Australia's tastiest cheese.;"
,"The choice of COONoisseurs."";"
,"Chesterfield (c,""Blow some my way.;"
,"A silly millimeter longer."";"
,"Cooper Tire,""Life's a road trip. Come on, let's go.;"
,"Cooper. Don't give up a thing."";"
,"Celebrity Cruis,""A true departure.;"
,Designed for you.;
,"The Celebrity treatment."";"
,"ConAgra Foods,""Food you love.;"
,"ConAgra. The right kind of food company."";"
Cuisinart,From a Savory beginning to a Sweet ending.;
,"Crystal Cruises,""Worlds Best Large Ship Cruise Line.;"
,"The difference is Crystal clear."";"
,"Choice Hotels,""You Always Have a Choice.;"
,A visit is more fun than a phone call.;
,A visit is worth a thousand e-mails.;
,Heres to the trips miles cant measure.;
,Nothing beats a hug.;
,"Friendly. Relaxed. Comfortable."";"
,"Credit Union Au,""Life rich banking.;"
,"A change for the better."";"
Callebaut,For the love of chocolate.;
,"Clipper teas,""Natural, fair & delicious.;"
,Say hello to Clipper Green Tea.;
,"Britain's favourite green tea."";"
,"Courage Brewery,""It's what your right arm's for.;"
,"Take Courage."";"
,"Compuware,""Compuware. The Leader in IT Value.;"
,"Software Superior by design."";"
Canadian Mist,Grip it. Tip it. Sip it.;
comScore,Analytics for Digital World.;
,"Copenhagen Airp,""Scandinavia's hub.;"
,The rising star of Northern Europe.;
,"Performance, not promises."";"
,"Condor Ferries,""Welcome aboard.;"
,The fastest way to Brittany with your car.;
,"It's better by sea."";"
,"Domino's Pi,""Pizza deliver experts.;"
,You got 30 minutes.;
,Get the door. Its Dominos.;
,Dominos. The Pizza Delivery Experts.;
,"Everyones taking sides."";"
,"Dove (toiletrie,""The secret of beautiful hair. ;"
,Give your hair just the right level of care. ;
,"Nourished hair. Beautiful hair. "";"
,"Duracell,""No battery is stronger longer.;"
,Trust the power within.;
,Coppertop. Quality that lasts.;
,"You can't top the copper top."";"
,"DHL,""We keep your promises.;"
,Excellence. Simply Delivered.;
,We offer that same dedicated service and customer support within the U.S.;
,Competition. Bad for them. Great for you.;
,Yellow. The new Brown.;
,"We move the world."";"
,"Dunkin' Don,""Loosen up a little.;"
,America Runs On Dunkin.;
,We dont make it until you order it.;
,Love Bacon? Marry It.;
,"Dunkin Donuts Coffe: Its happiness in a cup."";"
,"Dairy Queen,""Do something different.;"
Hot Eats, Cool Treats.;
,So Good Its RiDQulous.;
,Fan food not fast food.;
,We treat you like a person who will exchange money for goods.;
,"Lunch will never be the same "";"
,"DeWalt,""DeWalt. Guaranteed tough.;"
,"Guaranteed tough tools."";"
,"Delta Air Lines,""Keep Climbing.;"
,Much more space.;
,Delta gets you there.;
,Delta Air Lines. We love to fly. And it shows. ;
,You'll love the way we fly.;
,Delta is ready when you are.;
,"Airline of the South."";"
,"Dell,""Be direct.;"
,Dell. Purely You.;
,Easy as Dell.;
,Get more out of now.;
,Dont go there. Go Dell.;
,Exciting products and services for you and your family.;
,The power to do more.;
,"Yours is here."";"
,"Dr. Pepper,""Whats the Worst That Could Happen?;"
,This is the Taste.;
,Be You.;
"Im a pepper, hes a pepper", shes a pepper;
,King of Beverages.;
,"Always one of a kind."";"
,"Durex,""Durex. Made to make you last longer.;"
,Durex. Crowdstopper.;
,Once you try it you would never do without it.;
